,Unnamed: 0,accepted,author,kingdom,Family,name,rank,powo_Snippet,Source,fqId
119,120,True,Benth.,Plantae,Fabaceae,Neptunia triquetra,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:509619-1),urn:lsid:ipni.org:names:509619-1
120,121,True,(Benth.) Verdc.,Plantae,Fabaceae,Ophrestia lyallii,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:510578-1),urn:lsid:ipni.org:names:510578-1
121,122,True,Oliv.,Plantae,Fabaceae,Ormosia fordiana,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:510706-1),urn:lsid:ipni.org:names:510706-1
122,123,True,(Pall.) Pers.,Plantae,Fabaceae,Oxytropis baicalia,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:511314-1),urn:lsid:ipni.org:names:511314-1
123,124,True,Vassilcz.,Plantae,Fabaceae,Oxytropis baissunensis,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:511315-1),urn:lsid:ipni.org:names:511315-1
124,125,True,(Pall.) Pers.,Plantae,Fabaceae,Oxytropis caespitosa,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:511353-1),urn:lsid:ipni.org:names:511353-1
125,126,True,Vassilcz.,Plantae,Fabaceae,Oxytropis campanulata,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:511356-1),urn:lsid:ipni.org:names:511356-1
126,127,True,Franch.,Plantae,Fabaceae,Oxytropis capusii,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:511362-1),urn:lsid:ipni.org:names:511362-1
127,128,True,(Pall.) DC.,Plantae,Fabaceae,Oxytropis coerulea,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:511352-1),urn:lsid:ipni.org:names:511352-1
128,129,True,Turcz.,Plantae,Fabaceae,Oxytropis glandulosa,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:511486-1),urn:lsid:ipni.org:names:511486-1
129,130,False,Vassilcz.,Plantae,Fabaceae,Oxytropis komarovii,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:511587-1),urn:lsid:ipni.org:names:511587-1
130,131,True,(Pall.) DC.,Plantae,Fabaceae,Oxytropis leptophylla,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:511621-1),urn:lsid:ipni.org:names:511621-1
131,132,True,(Pall.) DC.,Plantae,Fabaceae,Oxytropis sylvatica,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:511909-1),urn:lsid:ipni.org:names:511909-1
132,133,True,Hook.f. & Thomson ex Bunge,Plantae,Fabaceae,Oxytropis tatarica,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:511919-1),urn:lsid:ipni.org:names:511919-1
133,134,True,Serg.,Plantae,Fabaceae,Oxytropis varlakovii,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:511973-1),urn:lsid:ipni.org:names:511973-1
134,135,True,(Korth.) Benth.,Plantae,Fabaceae,Phanera fulva,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:513531-1),urn:lsid:ipni.org:names:513531-1
135,136,True,(Pierre ex Gagnep.) Sinou & Bruneau,Plantae,Fabaceae,Phanera penicilliloba,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:77210013-1),urn:lsid:ipni.org:names:77210013-1
136,137,True,(K.Larsen & S.S.Larsen) Mackinder & R.Clark,Plantae,Fabaceae,Phanera rubrovillosa,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:77140566-1),urn:lsid:ipni.org:names:77140566-1
137,138,True,(Harms) Schrire,Plantae,Fabaceae,Philenoptera bussei,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:1013770-1),urn:lsid:ipni.org:names:1013770-1
138,139,True,(Harms) Schrire,Plantae,Fabaceae,Philenoptera eriocalyx,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:1013768-1),urn:lsid:ipni.org:names:1013768-1
139,140,True,(L.) Desv.,Plantae,Fabaceae,Phyllodium pulchellum,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:514252-1),urn:lsid:ipni.org:names:514252-1
140,141,True,(A.Rich.) Baker,Plantae,Fabaceae,Pseudarthria confertiflora,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:515886-1),urn:lsid:ipni.org:names:515886-1
141,142,True,Wight & Arn.,Plantae,Fabaceae,Pseudarthria hookeri,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:515894-1),urn:lsid:ipni.org:names:515894-1
142,143,True,(L.) Wight & Arn.,Plantae,Fabaceae,Pseudarthria viscida,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:515900-1),urn:lsid:ipni.org:names:515900-1
143,144,True,Airy Shaw & Suvat.,Plantae,Fabaceae,Pueraria mirifica,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:516707-1),urn:lsid:ipni.org:names:516707-1
144,145,True,C.H.Stirt.,Plantae,Fabaceae,Rhynchosia vendae,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:900809-1),urn:lsid:ipni.org:names:900809-1
145,146,True,Lour.,Plantae,Fabaceae,Rhynchosia volubilis,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:517588-1),urn:lsid:ipni.org:names:517588-1
146,147,True,(Benth.) Boatwr.,Plantae,Fabaceae,Senegalia pervillei,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:77150525-1),urn:lsid:ipni.org:names:77150525-1
147,148,True,"(Steud.) Maslin, Seigler & Ebinger",Plantae,Fabaceae,Senegalia pluricapitata,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:77132523-1),urn:lsid:ipni.org:names:77132523-1
148,149,True,(Drake) Boatwr.,Plantae,Fabaceae,Senegalia sakalava,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:77150528-1),urn:lsid:ipni.org:names:77150528-1
149,150,True,(Fresen.) Greuter,Plantae,Fabaceae,Senna holosericea,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:942474-1),urn:lsid:ipni.org:names:942474-1
150,151,True,(Ghesq.) Du Puy,Plantae,Fabaceae,Senna leandrii,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:984196-1),urn:lsid:ipni.org:names:984196-1
151,152,True,(B.Heyne ex Roth) V.Singh,Plantae,Fabaceae,Senna montana,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:972215-1),urn:lsid:ipni.org:names:972215-1
152,153,True,(Bolle) Lock,Plantae,Fabaceae,Senna petersiana,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:945428-1),urn:lsid:ipni.org:names:945428-1
153,154,True,Bremek. & Oberm.,Plantae,Fabaceae,Sesbania rostrata,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:518528-1),urn:lsid:ipni.org:names:518528-1
154,155,True,(DC.) Yakovlev,Plantae,Fabaceae,Sophora gibbosa,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:518839-1),urn:lsid:ipni.org:names:518839-1
155,156,True,Baker,Plantae,Fabaceae,Sophora wightii,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:518970-1),urn:lsid:ipni.org:names:518970-1
156,157,True,Baker,Plantae,Fabaceae,Tephrosia aequilata,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:520368-1),urn:lsid:ipni.org:names:520368-1
157,158,True,(L'Hér.) Pers.,Plantae,Fabaceae,Tephrosia grandiflora,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:520596-1),urn:lsid:ipni.org:names:520596-1
158,159,True,Meisn.,Plantae,Fabaceae,Tephrosia kraussiana,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:520667-1),urn:lsid:ipni.org:names:520667-1
159,160,True,Sond.,Plantae,Fabaceae,Tephrosia lurida,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:77083721-1),urn:lsid:ipni.org:names:77083721-1
160,161,True,(R.Vig.) Du Puy & Labat,Plantae,Fabaceae,Tephrosia pungens,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:20004705-1),urn:lsid:ipni.org:names:20004705-1
161,162,True,Sond.,Plantae,Fabaceae,Tephrosia semiglabra,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:520894-1),urn:lsid:ipni.org:names:520894-1
162,163,True,(L.f.) Pers.,Plantae,Fabaceae,Tephrosia spinosa,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:520926-1),urn:lsid:ipni.org:names:520926-1
163,164,True,(Harms) J.Léonard,Plantae,Fabaceae,Tetraberlinia polyphylla,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:521100-1),urn:lsid:ipni.org:names:521100-1
164,165,True,L.,Plantae,Fabaceae,Trifolium alpinum,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:522835-1),urn:lsid:ipni.org:names:522835-1
165,166,True,Schindl.,Plantae,Fabaceae,Uraria cochinchinensis,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:524377-1),urn:lsid:ipni.org:names:524377-1
166,167,True,(Jacq.) Desv. ex DC.,Plantae,Fabaceae,Uraria picta,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:524417-1),urn:lsid:ipni.org:names:524417-1
167,168,True,Graham ex Baker,Plantae,Fabaceae,Uraria prunellifolia,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:524419-1),urn:lsid:ipni.org:names:524419-1
168,169,True,(DC.) Schindl.,Plantae,Fabaceae,Uraria rufescens,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:524426-1),urn:lsid:ipni.org:names:524426-1
169,170,True,(Wight & Arn.) Thulin & Lavin,Plantae,Fabaceae,Wajira grahamiana,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:77063758-1),urn:lsid:ipni.org:names:77063758-1
170,171,True,Span.,Plantae,Fabaceae,Zornia gibbosa,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:526017-1),urn:lsid:ipni.org:names:526017-1
171,172,True,Cav.,Plantae,Fabaceae,Zuccagnia punctata,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:526109-1),urn:lsid:ipni.org:names:526109-1
172,173,True,"(L.) Maslin, Seigler & Ebinger",Plantae,Fabaceae,Senegalia caesia,Species," <b>Use</b>: Domestic, <em>Medicine</em>, Miscellaneous",POWO pages(/taxon/urn:lsid:ipni.org:names:77132504-1),urn:lsid:ipni.org:names:77132504-1
173,174,True,Benth.,Plantae,Fabaceae,Andira fraxinifolia,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:474031-1),urn:lsid:ipni.org:names:474031-1
174,175,True,R.Br.,Plantae,Fabaceae,Thermopsis lanceolata,Species," <b>Use</b>: <em>Medicine</em>, Toxins, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:521187-1),urn:lsid:ipni.org:names:521187-1
175,176,True,(L.) DC.,Plantae,Fabaceae,Uraria lagopodioides,Species, <b>Use</b>: <em>Medicine</em>,POWO pages(/taxon/urn:lsid:ipni.org:names:524403-1),urn:lsid:ipni.org:names:524403-1
176,177,True,Lindl.,Plantae,Acanthaceae,Thunbergia laurifolia,Species," <b>Use</b>: Ornamental, <em>medicine</em>.",POWO pages(/taxon/urn:lsid:ipni.org:names:56339-1),urn:lsid:ipni.org:names:56339-1
177,178,True,DC.,Plantae,Asteraceae,Echinacea angustifolia,Species," <b>Use</b>: <em>Medicine</em>, ornamental.",POWO pages(/taxon/urn:lsid:ipni.org:names:87143-2),urn:lsid:ipni.org:names:87143-2
178,179,True,(L.) Moench,Plantae,Asteraceae,Echinacea purpurea,Species," <b>Use</b>: <em>Medicine</em>, ornamental.",POWO pages(/taxon/urn:lsid:ipni.org:names:1174497-2),urn:lsid:ipni.org:names:1174497-2
179,180,True,A.Cunn. ex G.Don,Plantae,Fabaceae,Acacia holosericea,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:470538-1),urn:lsid:ipni.org:names:470538-1
180,181,True,F.Muell.,Plantae,Fabaceae,Acacia tetragonophylla,Species," <b>Use</b>: Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:471647-1),urn:lsid:ipni.org:names:471647-1
181,182,True,(Vahl) Hepper,Plantae,Fabaceae,Afzelia parviflora,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:473074-1),urn:lsid:ipni.org:names:473074-1
182,183,True,Hook.f.,Plantae,Fabaceae,Albizia altissima,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:473169-1),urn:lsid:ipni.org:names:473169-1
183,184,True,Harms,Plantae,Fabaceae,Albizia antunesiana,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:473176-1),urn:lsid:ipni.org:names:473176-1
184,185,True,(Harms) Harms,Plantae,Fabaceae,Albizia dinklagei,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:473221-1),urn:lsid:ipni.org:names:473221-1
185,186,True,Grestner,Plantae,Fabaceae,Albizia suluensis,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:473402-1),urn:lsid:ipni.org:names:473402-1
186,187,True,Welw. ex Oliv.,Plantae,Fabaceae,Albizia versicolor,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:473423-1),urn:lsid:ipni.org:names:473423-1
187,188,True,Harms,Plantae,Fabaceae,Amphimas pterocarpoides,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:473880-1),urn:lsid:ipni.org:names:473880-1
188,189,True,(Vell.) J.F.Macbr.,Plantae,Fabaceae,Andira anthelmia,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:12560-2),urn:lsid:ipni.org:names:12560-2
189,190,True,Benth.,Plantae,Fabaceae,Andira cujabensis,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:12570-2),urn:lsid:ipni.org:names:12570-2
190,191,True,(Mart.) Benth.,Plantae,Fabaceae,Andira vermifuga,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:474089-1),urn:lsid:ipni.org:names:474089-1
191,192,True,(Kosterm.) I.C.Nielsen,Plantae,Fabaceae,Archidendron triplinervium,Species," <b>Use</b>: Domestic, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:914867-1),urn:lsid:ipni.org:names:914867-1
192,193,True,L.f.,Plantae,Fabaceae,Astragalus chinensis,Species," <b>Use</b>: Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:476756-1),urn:lsid:ipni.org:names:476756-1
193,194,True,Retz.,Plantae,Fabaceae,Astragalus danicus,Species," <b>Use</b>: Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:477044-1),urn:lsid:ipni.org:names:477044-1
194,195,True,Pall.,Plantae,Fabaceae,Astragalus dasyanthus,Species," <b>Use</b>: Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:477052-1),urn:lsid:ipni.org:names:477052-1
195,196,True,(DC.) Poir.,Plantae,Fabaceae,Astragalus filiformis,Species," <b>Use</b>: Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:477444-1),urn:lsid:ipni.org:names:477444-1
196,197,True,L.,Plantae,Fabaceae,Astragalus galegiformis,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:477532-1),urn:lsid:ipni.org:names:477532-1
197,198,True,DC.,Plantae,Fabaceae,Astragalus glycyphylloides,Species," <b>Use</b>: Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:477634-1),urn:lsid:ipni.org:names:477634-1
198,199,True,Lam.,Plantae,Fabaceae,Astragalus lagopoides,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:478208-1),urn:lsid:ipni.org:names:478208-1
199,200,True,Pall.,Plantae,Fabaceae,Astragalus melilotoides,Species," <b>Use</b>: Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:478606-1),urn:lsid:ipni.org:names:478606-1
200,201,True,Bunge,Plantae,Fabaceae,Astragalus mongholicus,Species," <b>Use</b>: Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:478720-1),urn:lsid:ipni.org:names:478720-1
201,202,True,L.,Plantae,Fabaceae,Astragalus monspessulanus,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:478726-1),urn:lsid:ipni.org:names:478726-1
202,203,True,Bunge,Plantae,Fabaceae,Astragalus quisqualis,Species," <b>Use</b>: Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:479467-1),urn:lsid:ipni.org:names:479467-1
203,204,True,DC.,Plantae,Fabaceae,Astragalus stevenianus,Species," <b>Use</b>: Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:479965-1),urn:lsid:ipni.org:names:479965-1
204,205,True,Delile,Plantae,Fabaceae,Astragalus tribuloides,Species," <b>Use</b>: Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:480267-1),urn:lsid:ipni.org:names:480267-1
205,206,True,Weinm.,Plantae,Fabaceae,Bauhinia hirsuta,Species," <b>Use</b>: Fibre, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:481376-1),urn:lsid:ipni.org:names:481376-1
206,207,True,Wieringa,Plantae,Fabaceae,Bikinia congensis,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:1011130-1),urn:lsid:ipni.org:names:1011130-1
207,208,True,(L.) C.H.Stirt.,Plantae,Fabaceae,Bituminaria bituminosa,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:908440-1),urn:lsid:ipni.org:names:908440-1
208,209,True,R.Vig.,Plantae,Fabaceae,Bussea perrieri,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:482540-1),urn:lsid:ipni.org:names:482540-1
209,210,True,Harms,Plantae,Fabaceae,Calpocalyx brevibracteatus,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:483446-1),urn:lsid:ipni.org:names:483446-1
210,211,True,Harms,Plantae,Fabaceae,Calpocalyx dinklagei,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:483449-1),urn:lsid:ipni.org:names:483449-1
211,212,True,(Buc'hoz) Rehder,Plantae,Fabaceae,Caragana sinica,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:483896-1),urn:lsid:ipni.org:names:483896-1
212,213,True,(L.) Vahl ex Hornem.,Plantae,Fabaceae,Caragana spinosa,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:941350-1),urn:lsid:ipni.org:names:941350-1
213,214,True,(Regel) Pojark.,Plantae,Fabaceae,Caragana ussuriensis,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:483918-1),urn:lsid:ipni.org:names:483918-1
214,215,True,Delile,Plantae,Fabaceae,Cassia arereh,Species," <b>Use</b>: <em>Medicine</em>, Toxins",POWO pages(/taxon/urn:lsid:ipni.org:names:484127-1),urn:lsid:ipni.org:names:484127-1
215,216,True,Bunge,Plantae,Fabaceae,Cercis chinensis,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:485670-1),urn:lsid:ipni.org:names:485670-1
216,217,True,Drake,Plantae,Fabaceae,Chadsia grevei,Species," <b>Use</b>: Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:485706-1),urn:lsid:ipni.org:names:485706-1
217,218,True,Pittier,Plantae,Fabaceae,Clitoria glaberrima,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:61259-2),urn:lsid:ipni.org:names:61259-2
218,219,True,(Aubl.) Benth.,Plantae,Fabaceae,Clitoria guianensis,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:486531-1),urn:lsid:ipni.org:names:486531-1
219,220,True,L.,Plantae,Fabaceae,Clitoria mariana,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:274776-2),urn:lsid:ipni.org:names:274776-2
220,221,True,(Roxb. ex Link) Hassk.,Plantae,Fabaceae,Codariocalyx gyroides,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:486651-1),urn:lsid:ipni.org:names:486651-1
221,222,True,(S.F.Blake) Britton & Rose,Plantae,Fabaceae,Cojoba graciliflora,Species, <b>Use</b>: Ornamental; <em>medicine</em>.,POWO pages(/taxon/urn:lsid:ipni.org:names:62888-2),urn:lsid:ipni.org:names:62888-2
222,223,True,Sims,Plantae,Fabaceae,Colutea nepalensis,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:486859-1),urn:lsid:ipni.org:names:486859-1
223,224,True,Desf.,Plantae,Fabaceae,Copaifera langsdorffii,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:64920-2),urn:lsid:ipni.org:names:64920-2
224,225,True,Heckel,Plantae,Fabaceae,Copaifera salikounda,Species," <b>Use</b>: <em>Medicine</em>, Miscellaneous",POWO pages(/taxon/urn:lsid:ipni.org:names:487043-1),urn:lsid:ipni.org:names:487043-1
225,226,True,Mill.,Plantae,Fabaceae,Coronilla orientalis,Species," <b>Use</b>: Forage, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:487235-1),urn:lsid:ipni.org:names:487235-1
226,227,True,(Micheli) Baker f.,Plantae,Fabaceae,Craibia grandiflora,Species," <b>Use</b>: <em>Medicine</em>, Wood",POWO pages(/taxon/urn:lsid:ipni.org:names:487717-1),urn:lsid:ipni.org:names:487717-1
227,228,True,De Wild.,Plantae,Fabaceae,Crotalaria aculeata,Species," <b>Use</b>: <em>Medicine</em>, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:487755-1),urn:lsid:ipni.org:names:487755-1
228,229,True,Schrank,Plantae,Fabaceae,Crotalaria calycina,Species," <b>Use</b>: <em>Medicine</em>, Weed",POWO pages(/taxon/urn:lsid:ipni.org:names:487922-1),urn:lsid:ipni.org:names:487922-1
229,230,True,Burm.f.,Plantae,Fabaceae,Crotalaria sericea,Species," <b>Use</b>: Environmental, <em>Medicine</em>",POWO pages(/taxon/urn:lsid:ipni.org:names:1105389-2),urn:lsid:ipni.org:names:1105389-2
230,231,True,L.,Plantae,Fabaceae,Crotalaria sessiliflora,Species," <b>Use</b>: <em>Medicine</em>, Toxins",POWO pages(/taxon/urn:lsid:ipni.org:names:488859-1),urn:lsid:ipni.org:names:488859-1
