"X","Unnamed..0","accepted","author","kingdom","Family","name","rank","powo_Snippet","Source","fqId","Accepted_Name","Accepted_ID","Accepted_Rank","Accepted_Species","Accepted_Species_ID"
88,89,"True","(Georgi) Boriss.","Plantae","Fabaceae","Gueldenstaedtia verna","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:497144-1)","urn:lsid:ipni.org:names:497144-1","Gueldenstaedtia verna","497144-1","Species","Gueldenstaedtia verna","497144-1"
89,90,"True","(De Wild.) P.A.Duvign.","Plantae","Fabaceae","Humularia apiculata","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:498721-1)","urn:lsid:ipni.org:names:498721-1","Humularia apiculata","498721-1","Species","Humularia apiculata","498721-1"
90,91,"True","DC.","Plantae","Fabaceae","Indigofera astragalina","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:499007-1)","urn:lsid:ipni.org:names:499007-1","Indigofera astragalina","499007-1","Species","Indigofera astragalina","499007-1"
91,92,"True","Dunn","Plantae","Fabaceae","Indigofera caudata","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:499120-1)","urn:lsid:ipni.org:names:499120-1","Indigofera caudata","499120-1","Species","Indigofera caudata","499120-1"
92,93,"True","Jacq.","Plantae","Fabaceae","Indigofera dendroides","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:499229-1)","urn:lsid:ipni.org:names:499229-1","Indigofera dendroides","499229-1","Species","Indigofera dendroides","499229-1"
93,94,"True","Baker","Plantae","Fabaceae","Indigofera lyallii","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:499601-1)","urn:lsid:ipni.org:names:499601-1","Indigofera lyallii","499601-1","Species","Indigofera lyallii","499601-1"
94,95,"True","Schumach.","Plantae","Fabaceae","Indigofera macrophylla","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:499611-1)","urn:lsid:ipni.org:names:499611-1","Indigofera macrophylla","499611-1","Species","Indigofera macrophylla","499611-1"
95,96,"True","J.B.Gillett","Plantae","Fabaceae","Indigofera omissa","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:499753-1)","urn:lsid:ipni.org:names:499753-1","Indigofera omissa","499753-1","Species","Indigofera omissa","499753-1"
96,97,"True","Willd.","Plantae","Fabaceae","Indigofera prostrata","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:499865-1)","urn:lsid:ipni.org:names:499865-1","Indigofera nummulariifolia","499732-1","Species","Indigofera nummulariifolia","499732-1"
97,98,"True","Willd.","Plantae","Fabaceae","Indigofera pulchra","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:499881-1)","urn:lsid:ipni.org:names:499881-1","Indigofera pulchra","499881-1","Species","Indigofera pulchra","499881-1"
98,99,"True","Scott Elliot","Plantae","Fabaceae","Indigofera scarciesii","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:499958-1)","urn:lsid:ipni.org:names:499958-1","Indigofera scarciesii","499958-1","Species","Indigofera scarciesii","499958-1"
99,100,"True","J.B.Gillett","Plantae","Fabaceae","Indigofera taborensis","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:500071-1)","urn:lsid:ipni.org:names:500071-1","Indigofera taborensis","500071-1","Species","Indigofera taborensis","500071-1"
100,101,"True","(Baker) Dewit & P.A.Duvign.","Plantae","Fabaceae","Kotschya carsonii","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:501273-1)","urn:lsid:ipni.org:names:501273-1","Kotschya carsonii","501273-1","Species","Kotschya carsonii","501273-1"
101,102,"True","(Taub.) Dewit & P.A.Duvign.","Plantae","Fabaceae","Kotschya ochreata","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:501281-1)","urn:lsid:ipni.org:names:501281-1","Kotschya ochreata","501281-1","Species","Kotschya ochreata","501281-1"
102,103,"True","(Benth.) Dewit & P.A.Duvign.","Plantae","Fabaceae","Kotschya strigosa","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:501293-1)","urn:lsid:ipni.org:names:501293-1","Kotschya strigosa","501293-1","Species","Kotschya strigosa","501293-1"
103,104,"True","(Benth.) Dunn","Plantae","Fabaceae","Leptoderris fasciculata","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:502306-1)","urn:lsid:ipni.org:names:502306-1","Leptoderris fasciculata","502306-1","Species","Leptoderris fasciculata","502306-1"
104,105,"True","(Welw. ex Baker) Dunn","Plantae","Fabaceae","Leptoderris nobilis","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:502323-1)","urn:lsid:ipni.org:names:502323-1","Leptoderris nobilis","502323-1","Species","Leptoderris nobilis","502323-1"
105,106,"True","(Welw. ex Baker) Verdc.","Plantae","Fabaceae","Macrotyloma stipulosum","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:505873-1)","urn:lsid:ipni.org:names:505873-1","Macrotyloma stipulosum","505873-1","Species","Macrotyloma stipulosum","505873-1"
106,107,"True","Ledeb.","Plantae","Fabaceae","Melilotus suaveolens","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:507046-1)","urn:lsid:ipni.org:names:507046-1","Melilotus suaveolens","507046-1","Species","Melilotus suaveolens","507046-1"
107,108,"True","Baill.","Plantae","Fabaceae","Mezoneuron benthamianum","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:507173-1)","urn:lsid:ipni.org:names:507173-1","Mezoneuron benthamianum","507173-1","Species","Mezoneuron benthamianum","507173-1"
108,109,"True","(Roxb.) Wight & Arn.","Plantae","Fabaceae","Mezoneuron cucullatum","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:507176-1)","urn:lsid:ipni.org:names:507176-1","Mezoneuron cucullatum","507176-1","Species","Mezoneuron cucullatum","507176-1"
109,110,"True","Vatke","Plantae","Fabaceae","Mezoneuron hildebrandtii","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:507183-1)","urn:lsid:ipni.org:names:507183-1","Mezoneuron hildebrandtii","507183-1","Species","Mezoneuron hildebrandtii","507183-1"
110,111,"True","De Wild.","Plantae","Fabaceae","Millettia angustidentata","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:507267-1)","urn:lsid:ipni.org:names:507267-1","Millettia angustidentata","507267-1","Species","Millettia angustidentata","507267-1"
111,112,"True","(Benth.) Baker","Plantae","Fabaceae","Millettia caudata","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:507308-1)","urn:lsid:ipni.org:names:507308-1","Millettia caudata","507308-1","Species","Millettia caudata","507308-1"
112,113,"True","De Wild.","Plantae","Fabaceae","Millettia elskensii","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:507357-1)","urn:lsid:ipni.org:names:507357-1","Millettia elskensii","507357-1","Species","Millettia elskensii","507357-1"
113,114,"True","(Hauman) Polhill","Plantae","Fabaceae","Millettia goossensii","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:507382-1)","urn:lsid:ipni.org:names:507382-1","Millettia goossensii","507382-1","Species","Millettia goossensii","507382-1"
114,115,"True","Dunn","Plantae","Fabaceae","Millettia oblata","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:507465-1)","urn:lsid:ipni.org:names:507465-1","Millettia oblata","507465-1","Species","Millettia oblata","507465-1"
115,116,"True","DC. ex Kurz","Plantae","Fabaceae","Mucuna bracteata","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:60461840-2)","urn:lsid:ipni.org:names:60461840-2","Mucuna bracteata","60461840-2","Species","Mucuna bracteata","60461840-2"
116,117,"True","Wall.","Plantae","Fabaceae","Mucuna macrocarpa","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:509234-1)","urn:lsid:ipni.org:names:509234-1","Mucuna macrocarpa","509234-1","Species","Mucuna macrocarpa","509234-1"
117,118,"True","Hemsl.","Plantae","Fabaceae","Mucuna sempervirens","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:509290-1)","urn:lsid:ipni.org:names:509290-1","Mucuna sempervirens","509290-1","Species","Mucuna sempervirens","509290-1"
118,119,"True","R.Vig.","Plantae","Fabaceae","Mundulea micrantha","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:509356-1)","urn:lsid:ipni.org:names:509356-1","Mundulea micrantha","509356-1","Species","Mundulea micrantha","509356-1"
119,120,"True","Benth.","Plantae","Fabaceae","Neptunia triquetra","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:509619-1)","urn:lsid:ipni.org:names:509619-1","Neptunia triquetra","509619-1","Species","Neptunia triquetra","509619-1"
120,121,"True","(Benth.) Verdc.","Plantae","Fabaceae","Ophrestia lyallii","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:510578-1)","urn:lsid:ipni.org:names:510578-1","Ophrestia lyallii","510578-1","Species","Ophrestia lyallii","510578-1"
121,122,"True","Oliv.","Plantae","Fabaceae","Ormosia fordiana","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:510706-1)","urn:lsid:ipni.org:names:510706-1","Ormosia fordiana","510706-1","Species","Ormosia fordiana","510706-1"
122,123,"True","(Pall.) Pers.","Plantae","Fabaceae","Oxytropis baicalia","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511314-1)","urn:lsid:ipni.org:names:511314-1","Oxytropis baicalia","511314-1","Species","Oxytropis baicalia","511314-1"
123,124,"True","Vassilcz.","Plantae","Fabaceae","Oxytropis baissunensis","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511315-1)","urn:lsid:ipni.org:names:511315-1","Oxytropis baissunensis","511315-1","Species","Oxytropis baissunensis","511315-1"
124,125,"True","(Pall.) Pers.","Plantae","Fabaceae","Oxytropis caespitosa","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511353-1)","urn:lsid:ipni.org:names:511353-1","Oxytropis caespitosa","511353-1","Species","Oxytropis caespitosa","511353-1"
125,126,"True","Vassilcz.","Plantae","Fabaceae","Oxytropis campanulata","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511356-1)","urn:lsid:ipni.org:names:511356-1","Oxytropis campanulata","511356-1","Species","Oxytropis campanulata","511356-1"
126,127,"True","Franch.","Plantae","Fabaceae","Oxytropis capusii","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511362-1)","urn:lsid:ipni.org:names:511362-1","Oxytropis capusii","511362-1","Species","Oxytropis capusii","511362-1"
127,128,"True","(Pall.) DC.","Plantae","Fabaceae","Oxytropis coerulea","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511352-1)","urn:lsid:ipni.org:names:511352-1","Oxytropis coerulea","511352-1","Species","Oxytropis coerulea","511352-1"
128,129,"True","Turcz.","Plantae","Fabaceae","Oxytropis glandulosa","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511486-1)","urn:lsid:ipni.org:names:511486-1","Oxytropis glandulosa","511486-1","Species","Oxytropis glandulosa","511486-1"
129,130,"False","Vassilcz.","Plantae","Fabaceae","Oxytropis komarovii","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511587-1)","urn:lsid:ipni.org:names:511587-1",NA,NA,NA,NA,NA
130,131,"True","(Pall.) DC.","Plantae","Fabaceae","Oxytropis leptophylla","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511621-1)","urn:lsid:ipni.org:names:511621-1","Oxytropis leptophylla","511621-1","Species","Oxytropis leptophylla","511621-1"
131,132,"True","(Pall.) DC.","Plantae","Fabaceae","Oxytropis sylvatica","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511909-1)","urn:lsid:ipni.org:names:511909-1","Oxytropis sylvatica","511909-1","Species","Oxytropis sylvatica","511909-1"
132,133,"True","Hook.f. & Thomson ex Bunge","Plantae","Fabaceae","Oxytropis tatarica","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511919-1)","urn:lsid:ipni.org:names:511919-1","Oxytropis knjazevii","77142453-1","Species","Oxytropis knjazevii","77142453-1"
133,134,"True","Serg.","Plantae","Fabaceae","Oxytropis varlakovii","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:511973-1)","urn:lsid:ipni.org:names:511973-1","Oxytropis varlakovii","511973-1","Species","Oxytropis varlakovii","511973-1"
134,135,"True","(Korth.) Benth.","Plantae","Fabaceae","Phanera fulva","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:513531-1)","urn:lsid:ipni.org:names:513531-1","Phanera fulva","513531-1","Species","Phanera fulva","513531-1"
135,136,"True","(Pierre ex Gagnep.) Sinou & Bruneau","Plantae","Fabaceae","Phanera penicilliloba","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:77210013-1)","urn:lsid:ipni.org:names:77210013-1",NA,NA,NA,NA,NA
136,137,"True","(K.Larsen & S.S.Larsen) Mackinder & R.Clark","Plantae","Fabaceae","Phanera rubrovillosa","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:77140566-1)","urn:lsid:ipni.org:names:77140566-1","Phanera rubrovillosa","77140566-1","Species","Phanera rubrovillosa","77140566-1"
137,138,"True","(Harms) Schrire","Plantae","Fabaceae","Philenoptera bussei","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:1013770-1)","urn:lsid:ipni.org:names:1013770-1","Philenoptera bussei","1013770-1","Species","Philenoptera bussei","1013770-1"
138,139,"True","(Harms) Schrire","Plantae","Fabaceae","Philenoptera eriocalyx","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:1013768-1)","urn:lsid:ipni.org:names:1013768-1","Philenoptera eriocalyx","1013768-1","Species","Philenoptera eriocalyx","1013768-1"
139,140,"True","(L.) Desv.","Plantae","Fabaceae","Phyllodium pulchellum","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:514252-1)","urn:lsid:ipni.org:names:514252-1","Phyllodium pulchellum","514252-1","Species","Phyllodium pulchellum","514252-1"
140,141,"True","(A.Rich.) Baker","Plantae","Fabaceae","Pseudarthria confertiflora","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:515886-1)","urn:lsid:ipni.org:names:515886-1","Pseudarthria confertiflora","515886-1","Species","Pseudarthria confertiflora","515886-1"
141,142,"True","Wight & Arn.","Plantae","Fabaceae","Pseudarthria hookeri","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:515894-1)","urn:lsid:ipni.org:names:515894-1","Pseudarthria hookeri","515894-1","Species","Pseudarthria hookeri","515894-1"
142,143,"True","(L.) Wight & Arn.","Plantae","Fabaceae","Pseudarthria viscida","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:515900-1)","urn:lsid:ipni.org:names:515900-1","Pseudarthria viscida","515900-1","Species","Pseudarthria viscida","515900-1"
143,144,"True","Airy Shaw & Suvat.","Plantae","Fabaceae","Pueraria mirifica","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:516707-1)","urn:lsid:ipni.org:names:516707-1","Pueraria mirifica","516707-1","Species","Pueraria mirifica","516707-1"
144,145,"True","C.H.Stirt.","Plantae","Fabaceae","Rhynchosia vendae","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:900809-1)","urn:lsid:ipni.org:names:900809-1","Rhynchosia vendae","900809-1","Species","Rhynchosia vendae","900809-1"
145,146,"True","Lour.","Plantae","Fabaceae","Rhynchosia volubilis","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:517588-1)","urn:lsid:ipni.org:names:517588-1","Rhynchosia tomentosa var. tomentosa","77208342-1","Variety","Rhynchosia tomentosa","517556-1"
146,147,"True","(Benth.) Boatwr.","Plantae","Fabaceae","Senegalia pervillei","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:77150525-1)","urn:lsid:ipni.org:names:77150525-1","Senegalia pervillei","77150525-1","Species","Senegalia pervillei","77150525-1"
147,148,"True","(Steud.) Maslin, Seigler & Ebinger","Plantae","Fabaceae","Senegalia pluricapitata","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:77132523-1)","urn:lsid:ipni.org:names:77132523-1","Senegalia pluricapitata","77132523-1","Species","Senegalia pluricapitata","77132523-1"
148,149,"True","(Drake) Boatwr.","Plantae","Fabaceae","Senegalia sakalava","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:77150528-1)","urn:lsid:ipni.org:names:77150528-1","Senegalia sakalava","77150528-1","Species","Senegalia sakalava","77150528-1"
149,150,"True","(Fresen.) Greuter","Plantae","Fabaceae","Senna holosericea","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:942474-1)","urn:lsid:ipni.org:names:942474-1","Senna holosericea","942474-1","Species","Senna holosericea","942474-1"
150,151,"True","(Ghesq.) Du Puy","Plantae","Fabaceae","Senna leandrii","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:984196-1)","urn:lsid:ipni.org:names:984196-1","Senna leandrii","984196-1","Species","Senna leandrii","984196-1"
151,152,"True","(B.Heyne ex Roth) V.Singh","Plantae","Fabaceae","Senna montana","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:972215-1)","urn:lsid:ipni.org:names:972215-1","Senna montana","972215-1","Species","Senna montana","972215-1"
152,153,"True","(Bolle) Lock","Plantae","Fabaceae","Senna petersiana","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:945428-1)","urn:lsid:ipni.org:names:945428-1","Senna petersiana","945428-1","Species","Senna petersiana","945428-1"
153,154,"True","Bremek. & Oberm.","Plantae","Fabaceae","Sesbania rostrata","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:518528-1)","urn:lsid:ipni.org:names:518528-1","Sesbania rostrata","518528-1","Species","Sesbania rostrata","518528-1"
154,155,"True","(DC.) Yakovlev","Plantae","Fabaceae","Sophora gibbosa","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:518839-1)","urn:lsid:ipni.org:names:518839-1","Sophora gibbosa","518839-1","Species","Sophora gibbosa","518839-1"
155,156,"True","Baker","Plantae","Fabaceae","Sophora wightii","Species"," <b>Use</b>: <em>Medicine</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:518970-1)","urn:lsid:ipni.org:names:518970-1","Sophora wightii","518970-1","Species","Sophora wightii","518970-1"
