,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,Sources
191,94260-1,Asclepias erosa,Asclepias erosa,94260-1,Species,,:MPNS (Asclepias erosa)
192,94266-1,Asclepias exaltata,Asclepias exaltata,94266-1,Species,,:MPNS (Asclepias exaltata)
193,94272-1,Asclepias fascicularis,Asclepias fascicularis,94272-1,Species,,:MPNS (Asclepias fascicularis)
194,94287-1,Asclepias flexuosa,Asclepias flexuosa,94287-1,Species,,:MPNS (Asclepias flexuosa)
195,94313-1,Asclepias gibba,Asclepias gibba,94313-1,Species,,:MPNS (Asclepias gibba)
196,94337-1,Asclepias hallii,Asclepias hallii,94337-1,Species,,:MPNS (Asclepias hallii)
197,94345-1,Asclepias humilis,Asclepias humilis,94345-1,Species,,:MPNS (Asclepias humilis)
198,94351-1,Asclepias incarnata,Asclepias incarnata,94351-1,Species,,:MPNS (Asclepias incarnata)
199,77172626-1,Asclepias incarnata subsp. incarnata,Asclepias incarnata,94351-1,Subspecies,,:MPNS (Asclepias incarnata subsp. incarnata)
200,94357-1,Asclepias involucrata,Asclepias involucrata,94357-1,Species,,:MPNS (Asclepias involucrata)
201,94386-1,Asclepias latifolia,Asclepias latifolia,94386-1,Species,,:MPNS (Asclepias latifolia)
202,94400-1,Asclepias linaria,Asclepias linaria,94400-1,Species,,:MPNS (Asclepias linaria)
203,94449-1,Asclepias meliodora,Asclepias meliodora,94449-1,Species,,:MPNS (Asclepias meliodora)
204,94450-1,Asclepias mellodora,Asclepias mellodora,94450-1,Species,,:MPNS (Asclepias mellodora)
205,94451-1,Asclepias mexicana,Asclepias mexicana,94451-1,Species,,:MPNS (Asclepias mexicana)
206,94452-1,Asclepias meyeriana,Asclepias meyeriana,94452-1,Species,,:MPNS (Asclepias meyeriana)
207,94494-1,Asclepias nyctaginifolia,Asclepias nyctaginifolia,94494-1,Species,,:MPNS (Asclepias nyctaginifolia)
208,30270360-2,Asclepias perennis,Asclepias perennis,30270360-2,Species,,:MPNS (Asclepias perennis)
209,21264-2,Asclepias pilgeriana,Asclepias pilgeriana,21264-2,Species,,:MPNS (Asclepias pilgeriana)
210,21273-2,Asclepias pumila,Asclepias pumila,21273-2,Species,,:MPNS (Asclepias pumila)
211,94581-1,Asclepias quadrifolia,Asclepias quadrifolia,94581-1,Species,,:MPNS (Asclepias quadrifolia)
212,21290-2,Asclepias scheryi,Asclepias scheryi,21290-2,Species,,:MPNS (Asclepias scheryi)
213,94654-1,Asclepias speciosa,Asclepias speciosa,94654-1,Species,,:MPNS (Asclepias speciosa)
214,94663-1,Asclepias stellifera,Asclepias stellifera,94663-1,Species,,:MPNS (Asclepias stellifera)
215,94664-1,Asclepias stenophylla,Asclepias stenophylla,94664-1,Species,,:MPNS (Asclepias stenophylla)
216,94672-1,Asclepias subulata,Asclepias subulata,94672-1,Species,,:MPNS (Asclepias subulata)
217,21298-2,Asclepias subverticillata,Asclepias subverticillata,21298-2,Species,,:MPNS (Asclepias subverticillata)
218,319076-2,Asclepias syriaca,Asclepias syriaca,319076-2,Species,,:MPNS (Asclepias syriaca)
219,94704-1,Asclepias tuberosa,Asclepias tuberosa,94704-1,Species,,:MPNS (Asclepias tuberosa)
220,21321-2,Asclepias tuberosa subsp. tuberosa,Asclepias tuberosa,94704-1,Subspecies,,:MPNS (Asclepias tuberosa subsp. tuberosa)
221,94722-1,Asclepias verticillata,Asclepias verticillata,94722-1,Species,,:MPNS (Asclepias verticillata)
222,1167930-2,Asclepias viridiflora,Asclepias viridiflora,1167930-2,Species,,:MPNS (Asclepias viridiflora)
223,94737-1,Asclepias viridis,Asclepias viridis,94737-1,Species,,:MPNS (Asclepias viridis)
224,744171-1,Asperula setosa,Asperula setosa,744171-1,Species,,:MPNS (Asperula setosa)
225,744208-1,Asperula tinctoria,Asperula tinctoria,744208-1,Species,,:MPNS (Asperula tinctoria)
226,77325-1,Aspidosperma album,Aspidosperma album,77325-1,Species,,:MPNS (Aspidosperma album)
227,290346-2,Aspidosperma carapanauba,Aspidosperma carapanauba,290346-2,Species,,:MPNS (Aspidosperma carapanauba)
228,77347-1,Aspidosperma cuspa,Aspidosperma cuspa,77347-1,Species,,:MPNS (Aspidosperma cuspa)
229,77353-1,Aspidosperma desmanthum,Aspidosperma desmanthum,77353-1,Species,,:MPNS (Aspidosperma desmanthum)
230,77354-1,Aspidosperma discolor,Aspidosperma discolor,77354-1,Species,,:MPNS (Aspidosperma discolor)
231,77367-1,Aspidosperma excelsum,Aspidosperma excelsum,77367-1,Species,,:MPNS (Aspidosperma excelsum)
232,21984-2,Aspidosperma illustre,Aspidosperma illustre,21984-2,Species,,:MPNS (Aspidosperma illustre)
233,77405-1,Aspidosperma megalocarpon,Aspidosperma megalocarpon,77405-1,Species,,:MPNS (Aspidosperma megalocarpon)
234,967196-1,Aspidosperma megalocarpon subsp. curranii,Aspidosperma megalocarpon,77405-1,Subspecies,,:MPNS (Aspidosperma megalocarpon subsp. curranii)
235,22004-2,Aspidosperma megaphyllum,Aspidosperma megaphyllum,22004-2,Species,,:MPNS (Aspidosperma megaphyllum)
236,77411-1,Aspidosperma myristicifolium,Aspidosperma myristicifolium,77411-1,Species,,:MPNS (Aspidosperma myristicifolium)
237,77418-1,Aspidosperma oblongum,Aspidosperma oblongum,77418-1,Species,,:MPNS (Aspidosperma oblongum)
238,315552-2,Aspidosperma parvifolium,Aspidosperma parvifolium,315552-2,Species,,:MPNS (Aspidosperma parvifolium)
239,22024-2,Aspidosperma pichonianum,Aspidosperma pichonianum,22024-2,Species,,:MPNS (Aspidosperma pichonianum)
240,77437-1,Aspidosperma pyrifolium,Aspidosperma pyrifolium,77437-1,Species,,:MPNS (Aspidosperma pyrifolium)
241,77440-1,Aspidosperma quebracho-blanco,Aspidosperma quebracho-blanco,77440-1,Species,,:MPNS (Aspidosperma quebracho-blanco)
242,77443-1,Aspidosperma ramiflorum,Aspidosperma ramiflorum,77443-1,Species,,:MPNS (Aspidosperma ramiflorum)
243,22058-2,Aspidosperma rigidum,Aspidosperma rigidum,22058-2,Species,,:MPNS (Aspidosperma rigidum)
244,22062-2,Aspidosperma schultesii,Aspidosperma schultesii,22062-2,Species,,:MPNS (Aspidosperma schultesii)
245,22069-2,Aspidosperma spruceanum,Aspidosperma spruceanum,22069-2,Species,,:MPNS (Aspidosperma spruceanum)
246,77465-1,Aspidosperma subincanum,Aspidosperma subincanum,77465-1,Species,,:MPNS (Aspidosperma subincanum)
247,22079-2,Aspidosperma ulei,Aspidosperma ulei,22079-2,Species,,:MPNS (Aspidosperma ulei)
248,744251-1,Atractocarpus sessilifolius,Atractocarpus sessilifolius,744251-1,Species,,:MPNS (Atractocarpus sessilifolius)
249,948115-1,Atractocarpus stipularis,Atractocarpus stipularis,948115-1,Species,,:MPNS (Atractocarpus stipularis)
250,998196-1,Augusta rivalis,Augusta rivalis,998196-1,Species,,:MPNS (Augusta rivalis)
251,77078151-1,Australluma ubomboensis,Australluma ubomboensis,77078151-1,Species,,:MPNS (Australluma ubomboensis)
252,77483-1,Baissea axillaris,Baissea axillaris,77483-1,Species,,:MPNS (Baissea axillaris)
253,77506-1,Baissea leonensis,Baissea leonensis,77506-1,Species,,:MPNS (Baissea leonensis)
254,77515-1,Baissea multiflora,Baissea multiflora,77515-1,Species,,:MPNS (Baissea multiflora)
255,77516-1,Baissea myrtifolia,Baissea myrtifolia,77516-1,Species,,:MPNS (Baissea myrtifolia)
256,77529-1,Baissea wulfhorstii,Baissea wulfhorstii,77529-1,Species,,:MPNS (Baissea wulfhorstii)
257,77530-1,Baissea zygodioides,Baissea zygodioides,77530-1,Species,,:MPNS (Baissea zygodioides)
258,29541-2,Barjonia erecta,Barjonia erecta,29541-2,Species,,:MPNS (Barjonia erecta)
259,94853-1,Baroniella acuminata,Baroniella acuminata,94853-1,Species,,:MPNS (Baroniella acuminata)
260,744363-1,Bathysa australis,Bathysa australis,744363-1,Species,,:MPNS (Bathysa australis)
261,77532-1,Beaumontia brevituba,Beaumontia brevituba,77532-1,Species,,:MPNS (Beaumontia brevituba)
262,77539-1,Beaumontia grandiflora,Beaumontia grandiflora,77539-1,Species,,:MPNS (Beaumontia grandiflora)
263,77548-1,Beaumontia murtonii,Beaumontia murtonii,77548-1,Species,,:MPNS (Beaumontia murtonii)
264,77089753-1,Benkara fasciculata,Benkara fasciculata,77089753-1,Species,,:MPNS (Benkara fasciculata)
265,912144-1,Benkara malabarica,Benkara malabarica,912144-1,Species,,:MPNS (Benkara malabarica)
266,60453100-2,Benkara sinensis,Benkara sinensis,60453100-2,Species,,:MPNS (Benkara sinensis)
267,744416-1,Bertiera batesii,Bertiera batesii,744416-1,Species,,:MPNS (Bertiera batesii)
268,744458-1,Bertiera loraria,Bertiera loraria,744458-1,Species,,:MPNS (Bertiera loraria)
269,744478-1,Bertiera racemosa,Bertiera racemosa,744478-1,Species,,:MPNS (Bertiera racemosa)
270,744486-1,Bertiera subsessilis,Bertiera subsessilis,744486-1,Species,,:MPNS (Bertiera subsessilis)
271,986841-1,Boucerosia indica,Boucerosia indica,986841-1,Species,,:MPNS (Boucerosia indica)
272,94990-1,Boucerosia umbellata,Boucerosia umbellata,94990-1,Species,,:MPNS (Boucerosia umbellata)
273,35671-2,Bouvardia erecta,Bouvardia erecta,35671-2,Species,,:MPNS (Bouvardia erecta)
274,745109-1,Bouvardia ternifolia,Bouvardia ternifolia,745109-1,Species,,:MPNS (Bouvardia ternifolia)
275,77111445-1,Bremeria landia,Bremeria landia,77111445-1,Species,,:MPNS (Bremeria landia)
276,745133-1,Brenania brieyi,Brenania brieyi,745133-1,Species,,:MPNS (Brenania brieyi)
277,910167-1,Breonadia salicina,Breonadia salicina,910167-1,Species,,:MPNS (Breonadia salicina)
278,745138-1,Breonia chinensis,Breonia chinensis,745138-1,Species,,:MPNS (Breonia chinensis)
279,745149-1,Breonia madagascariensis,Breonia madagascariensis,745149-1,Species,,:MPNS (Breonia madagascariensis)
280,77177796-1,Bridsonia chamaedendrum,Bridsonia chamaedendrum,77177796-1,Species,,:MPNS (Bridsonia chamaedendrum)
281,978337-1,Buckollia volubilis,Buckollia volubilis,978337-1,Species,,:MPNS (Buckollia volubilis)
282,745198-1,Burchellia bubalina,Burchellia bubalina,745198-1,Species,,:MPNS (Burchellia bubalina)
283,77635-1,Callichilia barteri,Callichilia barteri,77635-1,Species,,:MPNS (Callichilia barteri)
284,77645-1,Callichilia subsessilis,Callichilia subsessilis,77645-1,Species,,:MPNS (Callichilia subsessilis)
285,95173-1,Calotropis gigantea,Calotropis gigantea,95173-1,Species,,:MPNS (Calotropis gigantea)
286,745241-1,Calycophyllum candidissimum,Calycophyllum candidissimum,745241-1,Species,,:MPNS (Calycophyllum candidissimum)
287,969466-1,Calycophyllum megistocaulum,Calycophyllum megistocaulum,969466-1,Species,,:MPNS (Calycophyllum megistocaulum)
288,43051-2,Calycophyllum multiflorum,Calycophyllum multiflorum,43051-2,Species,,:MPNS (Calycophyllum multiflorum)
289,43052-2,Calycophyllum obovatum,Calycophyllum obovatum,43052-2,Species,,:MPNS (Calycophyllum obovatum)
290,745249-1,Calycophyllum spruceanum,Calycophyllum spruceanum,745249-1,Species,,:MPNS (Calycophyllum spruceanum)
291,745260-1,Calycosia lageniformis,Calycosia lageniformis,745260-1,Species,,:MPNS (Calycosia lageniformis)
292,745266-1,Calycosia petiolata,Calycosia petiolata,745266-1,Species,,:MPNS (Calycosia petiolata)
293,908483-1,Calycosiphonia spathicalyx,Calycosiphonia spathicalyx,908483-1,Species,,:MPNS (Calycosiphonia spathicalyx)
294,319129-2,Cameraria latifolia,Cameraria latifolia,319129-2,Species,,:MPNS (Cameraria latifolia)
295,745299-1,Canthium aciculatum,Canthium aciculatum,745299-1,Species,,:MPNS (Canthium aciculatum)
296,745310-1,Canthium angustifolium,Canthium angustifolium,745310-1,Species,,:MPNS (Canthium angustifolium)
297,745367-1,Canthium ciliatum,Canthium ciliatum,745367-1,Species,,:MPNS (Canthium ciliatum)
298,745378-1,Canthium coromandelicum,Canthium coromandelicum,745378-1,Species,,:MPNS (Canthium coromandelicum)
299,77195140-1,Canthiumera glabra,Canthiumera glabra,77195140-1,Species,,:MPNS (Canthiumera glabra)
300,77195143-1,Canthiumera neilgherrensis var. chartacea,Canthiumera neilgherrensis,77195141-1,Variety,,:MPNS (Canthiumera neilgherrensis var. chartacea)
301,745464-1,Canthium horridum,Canthium horridum,745464-1,Species,,:MPNS (Canthium horridum)
302,745470-1,Canthium inerme,Canthium inerme,745470-1,Species,,:MPNS (Canthium inerme)
303,745582-1,Canthium parvifolium,Canthium parvifolium,745582-1,Species,,:MPNS (Canthium parvifolium)
304,745616-1,Canthium rheedei,Canthium rheedei,745616-1,Species,,:MPNS (Canthium rheedei)
305,745637-1,Canthium scandens,Canthium scandens,745637-1,Species,,:MPNS (Canthium scandens)
306,745652-1,Canthium simile,Canthium simile,745652-1,Species,,:MPNS (Canthium simile)
307,77210192-1,Capirona macrophylla,Capirona macrophylla,77210192-1,Species,,:MPNS (Capirona macrophylla)
308,95198-1,Caralluma adscendens,Caralluma adscendens,95198-1,Species,,:MPNS (Caralluma adscendens)
309,95210-1,Caralluma attenuata,Caralluma attenuata,95210-1,Species,,:MPNS (Caralluma attenuata)
310,95238-1,Caralluma dalzielii,Caralluma dalzielii,95238-1,Species,,:MPNS (Caralluma dalzielii)
311,95260-1,Caralluma fimbriata,Caralluma fimbriata,95260-1,Species,,:MPNS (Caralluma fimbriata)
312,95335-1,Caralluma priogonium,Caralluma priogonium,95335-1,Species,,:MPNS (Caralluma priogonium)
313,1214950-2,Carapichea ipecacuanha,Carapichea ipecacuanha,1214950-2,Species,,:MPNS (Carapichea ipecacuanha)
314,77685-1,Carissa bispinosa,Carissa bispinosa,77685-1,Species,,:MPNS (Carissa bispinosa)
315,20001967-1,Carissa boiviniana,Carissa boiviniana,20001967-1,Species,,:MPNS (Carissa boiviniana)
316,77691-1,Carissa carandas,Carissa carandas,77691-1,Species,,:MPNS (Carissa carandas)
317,77727-1,Carissa macrocarpa,Carissa macrocarpa,77727-1,Species,,:MPNS (Carissa macrocarpa)
318,77756-1,Carissa spinarum,Carissa spinarum,77756-1,Species,,:MPNS (Carissa spinarum)
319,77759-1,Carissa tetramera,Carissa tetramera,77759-1,Species,,:MPNS (Carissa tetramera)
320,77864-1,Carruthersia scandens,Carruthersia scandens,77864-1,Species,,:MPNS (Carruthersia scandens)
321,47924-2,Cascabela gaumeri,Cascabela gaumeri,47924-2,Species,,:MPNS (Cascabela gaumeri)
322,47925-2,Cascabela ovata,Cascabela ovata,47925-2,Species,,:MPNS (Cascabela ovata)
323,47927-2,Cascabela thevetia,Cascabela thevetia,47927-2,Species,,:MPNS (Cascabela thevetia)
324,47928-2,Cascabela thevetioides,Cascabela thevetioides,47928-2,Species,,:MPNS (Cascabela thevetioides)
325,319135-2,Catesbaea spinosa,Catesbaea spinosa,319135-2,Species,,:MPNS (Catesbaea spinosa)
326,77875-1,Catharanthus coriaceus,Catharanthus coriaceus,77875-1,Species,,:MPNS (Catharanthus coriaceus)
327,77876-1,Catharanthus lanceus,Catharanthus lanceus,77876-1,Species,,:MPNS (Catharanthus lanceus)
328,77877-1,Catharanthus longifolius,Catharanthus longifolius,77877-1,Species,,:MPNS (Catharanthus longifolius)
329,77878-1,Catharanthus ovalis,Catharanthus ovalis,77878-1,Species,,:MPNS (Catharanthus ovalis)
330,77879-1,Catharanthus pusillus,Catharanthus pusillus,77879-1,Species,,:MPNS (Catharanthus pusillus)
331,77882-1,Catharanthus trichophyllus,Catharanthus trichophyllus,77882-1,Species,,:MPNS (Catharanthus trichophyllus)
332,987285-1,Catunaregam longispina,Catunaregam longispina,987285-1,Species,,:MPNS (Catunaregam longispina)
333,745903-1,Catunaregam nilotica,Catunaregam nilotica,745903-1,Species,,:MPNS (Catunaregam nilotica)
334,912208-1,Catunaregam nutans,Catunaregam nutans,912208-1,Species,,:MPNS (Catunaregam nutans)
335,745904-1,Catunaregam spinosa,Catunaregam spinosa,745904-1,Species,,:MPNS (Catunaregam spinosa)
336,60426838-2,Catunaregam taylorii,Catunaregam taylorii,60426838-2,Species,,:MPNS (Catunaregam taylorii)
337,745905-1,Catunaregam tomentosa,Catunaregam tomentosa,745905-1,Species,,:MPNS (Catunaregam tomentosa)
338,20009959-1,Caudanthera edulis,Caudanthera edulis,20009959-1,Species,,:MPNS (Caudanthera edulis)
339,746200-1,Cephalanthus angustifolius,Cephalanthus angustifolius,746200-1,Species,,:MPNS (Cephalanthus angustifolius)
340,52091-2,Cephalanthus glabratus,Cephalanthus glabratus,52091-2,Species,,:MPNS (Cephalanthus glabratus)
341,746216-1,Cephalanthus natalensis,Cephalanthus natalensis,746216-1,Species,,:MPNS (Cephalanthus natalensis)
342,319140-2,Cephalanthus occidentalis,Cephalanthus occidentalis,319140-2,Species,,:MPNS (Cephalanthus occidentalis)
343,77893-1,Cerbera floribunda,Cerbera floribunda,77893-1,Species,,:MPNS (Cerbera floribunda)
344,77906-1,Cerbera manghas,Cerbera manghas,77906-1,Species,,:MPNS (Cerbera manghas)
345,77913-1,Cerbera odollam,Cerbera odollam,77913-1,Species,,:MPNS (Cerbera odollam)
346,746246-1,Ceriscoides campanulata,Ceriscoides campanulata,746246-1,Species,,:MPNS (Ceriscoides campanulata)
347,746249-1,Ceriscoides turgida,Ceriscoides turgida,746249-1,Species,,:MPNS (Ceriscoides turgida)
348,1001573-1,Ceropegia andamanica,Ceropegia andamanica,1001573-1,Species,,:MPNS (Ceropegia andamanica)
349,95454-1,Ceropegia aristolochioides,Ceropegia aristolochioides,95454-1,Species,,:MPNS (Ceropegia aristolochioides)
350,95470-1,Ceropegia beddomei,Ceropegia beddomei,95470-1,Species,,:MPNS (Ceropegia beddomei)
351,77167070-1,Ceropegia bourneae,Ceropegia bourneae,77167070-1,Species,,:MPNS (Ceropegia bourneae)
352,95492-1,Ceropegia bulbosa,Ceropegia bulbosa,95492-1,Species,,:MPNS (Ceropegia bulbosa)
353,95501-1,Ceropegia candelabrum,Ceropegia candelabrum,95501-1,Species,,:MPNS (Ceropegia candelabrum)
354,923127-1,Ceropegia candelabrum var. biflora,Ceropegia candelabrum,95501-1,Variety,,:MPNS (Ceropegia candelabrum var. biflora)
355,95511-1,Ceropegia christenseniana,Ceropegia christenseniana,95511-1,Species,,:MPNS (Ceropegia christenseniana)
356,77167071-1,Ceropegia ciliatior,Ceropegia ciliatior,77167071-1,Species,,:MPNS (Ceropegia ciliatior)
357,95515-1,Ceropegia cimiciodora,Ceropegia cimiciodora,95515-1,Species,,:MPNS (Ceropegia cimiciodora)
358,95522-1,Ceropegia convolvuloides,Ceropegia convolvuloides,95522-1,Species,,:MPNS (Ceropegia convolvuloides)
359,95556-1,Ceropegia distincta,Ceropegia distincta,95556-1,Species,,:MPNS (Ceropegia distincta)
360,95557-1,Ceropegia dolichophylla,Ceropegia dolichophylla,95557-1,Species,,:MPNS (Ceropegia dolichophylla)
361,77167072-1,Ceropegia edulissima,Ceropegia edulissima,77167072-1,Species,,:MPNS (Ceropegia edulissima)
362,77167073-1,Ceropegia elenaduensis,Ceropegia elenaduensis,77167073-1,Species,,:MPNS (Ceropegia elenaduensis)
363,77167074-1,Ceropegia glabra,Ceropegia glabra,77167074-1,Species,,:MPNS (Ceropegia glabra)
364,95608-1,Ceropegia hirsuta,Ceropegia hirsuta,95608-1,Species,,:MPNS (Ceropegia hirsuta)
365,77167185-1,Ceropegia johnstonii,Ceropegia johnstonii,77167185-1,Species,,:MPNS (Ceropegia johnstonii)
366,95629-1,Ceropegia juncea,Ceropegia juncea,95629-1,Species,,:MPNS (Ceropegia juncea)
367,77167077-1,Ceropegia kolarensis,Ceropegia kolarensis,77167077-1,Species,,:MPNS (Ceropegia kolarensis)
368,95654-1,Ceropegia lugardiae,Ceropegia lugardiae,95654-1,Species,,:MPNS (Ceropegia lugardiae)
369,95663-1,Ceropegia mairei,Ceropegia mairei,95663-1,Species,,:MPNS (Ceropegia mairei)
370,95702-1,Ceropegia omissa,Ceropegia omissa,95702-1,Species,,:MPNS (Ceropegia omissa)
371,95730-1,Ceropegia pubescens,Ceropegia pubescens,95730-1,Species,,:MPNS (Ceropegia pubescens)
372,77185984-1,Ceropegia rehmannii,Ceropegia rehmannii,77185984-1,Species,,:MPNS (Ceropegia rehmannii)
373,95794-1,Ceropegia stapeliiformis,Ceropegia stapeliiformis,95794-1,Species,,:MPNS (Ceropegia stapeliiformis)
374,95796-1,Ceropegia stenantha,Ceropegia stenantha,95796-1,Species,,:MPNS (Ceropegia stenantha)
375,77167098-1,Ceropegia volubicaulis,Ceropegia volubicaulis,77167098-1,Species,,:MPNS (Ceropegia volubicaulis)
376,95848-1,Ceropegia woodii,Ceropegia woodii,95848-1,Species,,:MPNS (Ceropegia woodii)
377,746277-1,Chassalia albiflora,Chassalia albiflora,746277-1,Species,,:MPNS (Chassalia albiflora)
378,77089810-1,Chassalia blumeana,Chassalia blumeana,77089810-1,Species,,:MPNS (Chassalia blumeana)
379,901691-1,Chassalia coriacea,Chassalia coriacea,901691-1,Species,,:MPNS (Chassalia coriacea)
380,746289-1,Chassalia curviflora,Chassalia curviflora,746289-1,Species,,:MPNS (Chassalia curviflora)
381,746368-1,Chassalia kolly,Chassalia kolly,746368-1,Species,,:MPNS (Chassalia kolly)
382,746327-1,Chassalia umbraticola,Chassalia umbraticola,746327-1,Species,,:MPNS (Chassalia umbraticola)
383,77167871-1,Chassalia umbraticola subsp. umbraticola,Chassalia umbraticola,746327-1,Subspecies,,:MPNS (Chassalia umbraticola subsp. umbraticola)
384,77972-1,Chilocarpus denudatus,Chilocarpus denudatus,77972-1,Species,,:MPNS (Chilocarpus denudatus)
385,77991-1,Chilocarpus torulosus,Chilocarpus torulosus,77991-1,Species,,:MPNS (Chilocarpus torulosus)
386,56522-2,Chimarrhis hookeri,Chimarrhis hookeri,56522-2,Species,,:MPNS (Chimarrhis hookeri)
387,308173-2,Chimarrhis turbinata,Chimarrhis turbinata,308173-2,Species,,:MPNS (Chimarrhis turbinata)
